1.000000 1.000000 0.800000
1.000000 0.937571 0.646149
0.998221 0.871658 0.497980
0.996541 0.751996 0.342319
0.993507 0.621407 0.261266
1.000000 0.450471 0.203501
0.959307 0.240054 0.143108
0.861757 0.061718 0.110082
0.720425 0.000000 0.153676
0.501961 0.000000 0.149020
